"","fips","year","state","county","combined_ypll_rate","percent_fair_or_poor_health","average_number_of_physically_unhealthy_days","mental_health_provider_rate","average_number_of_mentally_unhealthy_days","smokers","excessive_drinking","unemployed","labor_force","violent_crime_rates","income_ratio","severe_housing_problems"
"723",6009,2019,"California","Calaveras",7329.34504,12.84324,NA,157.65273,NA,11.74399,18.29147,1001,21184,327.24574,"4.8946178009999999",20.57032
"724",6011,2019,"California","Colusa",5676.94766,19.46638,NA,169.68585,NA,12.36017,18.41381,1543,10759,200.95806,"3.8978248877000001",19.09548
"725",6013,2019,"California","Contra Costa",4643.07172,12.14342,NA,322.63153,NA,10.46857,16.27891,21418,563863,336.02779,"4.8061092272000003",21.72393
"726",6015,2019,"California","Del Norte",8953.67311,17.51145,NA,382.23517,NA,15.14706,19.24144,629,9780,609.1092,"5.6026212674",23.30149
"727",6017,2019,"California","El Dorado",5358.61598,11.29313,NA,311.13251,NA,10.99345,22.17481,3920,89886,217.58395,"4.9712117159",19.93739
"728",6019,2019,"California","Fresno",6944.91027,24.17111,NA,310.83998,NA,14.18187,16.0948,38070,449595,541.77922,"5.2151724138000004",27.83281
"729",6021,2019,"California","Glenn",7566.3069,20.68696,NA,103.22489,NA,14.00331,17.63832,963,12915,408.14135,"5.4419560426000002",22.48552
"730",6023,2019,"California","Humboldt",9087.16624,16.48021,NA,406.56946,NA,15.27978,20.3881,2639,63019,432.1358,"4.7246648793999997",25.85085
"731",6025,2019,"California","Imperial",6040.02985,26.69977,NA,125.79992,NA,13.43298,16.62235,14105,73980,366.25348,"5.8423850662000003",28.05167
"732",6027,2019,"California","Inyo",7913.34087,14.15128,NA,416.06568,NA,11.83562,18.81342,381,8682,600.45307,"4.0243107871000001",18.73036
"733",6029,2019,"California","Kern",7822.44371,24.04404,NA,172.98927,NA,16.19314,19.47817,35442,384944,545.33785,"4.8824855572999999",25.14825
"734",6031,2019,"California","Kings",6016.68701,21.71847,NA,196.53433,NA,14.54645,19.16709,5119,57714,443.37724,"4.2717520858000002",24.67814
"735",6033,2019,"California","Lake",11578.01882,18.34352,NA,342.43377,NA,15.40098,17.01928,1706,29714,535.47314,"5.3113219323000003",25.76403
"736",6035,2019,"California","Lassen",7294.80052,15.35417,NA,301.63977,NA,13.85608,22.10752,558,10005,586.92995,"4.7161308177999999",16.53787
"737",6037,2019,"California","Los Angeles",5007.65497,18.80945,NA,314.7142,NA,10.60575,17.26186,240293,5123933,488.34611,"5.4332134545999997",33.83516
"738",6039,2019,"California","Madera",6643.20379,22.85717,NA,146.59953,NA,14.26944,17.08542,4949,61443,620.23551,"4.6409417919999996",25.41705
"739",6041,2019,"California","Marin",3133.00331,11.02839,NA,726.17884,NA,9.66976,19.88492,4038,141308,177.85725,"5.7602012155000004",22.9864
"740",6043,2019,"California","Mariposa",8610.4287,13.90793,NA,273.20849,NA,12.25507,17.84693,451,7647,431.42857,"4.8273309821000003",17.01838
"741",6045,2019,"California","Mendocino",7756.27457,17.38762,NA,574.88241,NA,14.09601,18.69795,1793,40003,640.48581,"5.0936433447000002",27.19389
"742",6047,2019,"California","Merced",7117.50077,24.60186,NA,150.73,NA,14.45934,17.61846,10801,116088,555.33867,"4.6061116339000003",25.69829
"743",6049,2019,"California","Modoc",10361.55986,16.33431,NA,349.92663,NA,13.44635,17.23138,260,3230,504.79556,"4.2133842576999996",19.35915
"744",6051,2019,"California","Mono",3935.1254,14.20798,NA,190.5703,NA,12.78716,21.81323,380,8568,262.06203,"2.9877650666000002",19.06218
"745",6053,2019,"California","Monterey",5235.02152,22.44786,NA,323.81305,NA,12.36516,17.57378,15811,220120,420.63614,"4.2188759781999998",30
"746",6055,2019,"California","Napa",4547.88253,14.06498,NA,497.9677,NA,10.90926,20.07743,2701,73873,397.68136,"4.5124175792000001",22.76998
"747",6057,2019,"California","Nevada",5712.77627,11.5877,NA,705.31188,NA,11.80087,19.09389,1998,48659,264.19005,"4.585088088",21.83193
"748",6059,2019,"California","Orange",4158.29538,15.29273,NA,242.50878,NA,9.99516,16.97841,56627,1618828,213.58281,"4.7618072253000001",27.62606
"749",6061,2019,"California","Placer",4694.10357,10.73687,NA,276.82396,NA,9.7152,20.88014,7004,182169,161.99868,"4.5608666985999999",19.16873
"750",6063,2019,"California","Plumas",8153.68138,13.77934,NA,282.78732,NA,12.32064,18.029,692,7803,574.82224,"4.6675740210000001",19.53743
"751",6065,2019,"California","Riverside",5777.98112,19.16146,NA,187.35046,NA,12.35873,19.39338,56252,1073843,291.24456,"4.6624926166999998",26.20311
"752",6067,2019,"California","Sacramento",6373.75454,15.44769,NA,356.71936,NA,12.53033,18.90207,32580,702049,508.2411,"4.8191023979000001",23.19865
"753",6069,2019,"California","San Benito",5253.21993,18.34788,NA,99.48599,NA,10.91542,18.98234,1765,30317,298.70307,"3.6713226834000001",24.88372
"754",6071,2019,"California","San Bernardino",6709.35982,19.74832,NA,207.98144,NA,13.05439,17.81358,46582,950765,441.88442,"4.6496322757000002",27.49603
"755",6073,2019,"California","San Diego",4611.35043,13.06947,NA,337.59926,NA,11.12233,21.88116,63465,1584655,327.71883,"4.7507293575",25.19433
"756",6075,2019,"California","San Francisco",4384.41938,11.82612,NA,865.70786,NA,10.15553,23.89842,16499,568722,760.464,"7.1433219119000002",25.93374
"757",6077,2019,"California","San Joaquin",7218.5944,20.41224,NA,220.81393,NA,12.22772,17.8657,22612,324788,787.32184,"4.8874766196000001",25.90437
"758",6079,2019,"California","San Luis Obispo",5351.81475,13.12974,NA,567.73875,NA,11.21189,20.51185,5089,142066,408.22506,"4.6906876427000004",23.63505
"759",6081,2019,"California","San Mateo",3469.79783,11.52599,NA,350.65659,NA,9.08425,16.93583,12121,452445,209.11246,"4.8614298120999999",24.09803
"760",6083,2019,"California","Santa Barbara",5014.76695,17.64525,NA,483.7666,NA,11.18778,19.44515,9741,216954,318.05052,"4.7934917355",29.46432
"761",6085,2019,"California","Santa Clara",3641.41139,11.58074,NA,326.34163,NA,8.19943,15.92345,33415,1040558,264.08835,"5.0287593224",23.33116
"762",6087,2019,"California","Santa Cruz",4699.14852,16.36197,NA,702.43605,NA,11.55518,19.96998,8154,143802,409.52586,"5.5181552663",27.28376
"763",6089,2019,"California","Shasta",9004.60176,14.93934,NA,307.35712,NA,14.3133,18.6641,4321,74476,726.13675,"4.7606475715999998",21.71532
"764",6091,2019,"California","Sierra",NA,13.57903,NA,166.72224,NA,11.55592,18.24343,85,1301,422.22598,"6.2167754785999998",12.4
"765",6093,2019,"California","Siskiyou",9510.93832,17.31187,NA,412.74257,NA,14.59513,16.46142,1301,17963,343.55545,"4.4975671789999998",22.0277
"766",6095,2019,"California","Solano",6099.59612,14.83002,NA,353.79317,NA,11.7651,18.07655,9942,209199,476.30026,"4.2915177432",21.78818
"767",6097,2019,"California","Sonoma",4822.95565,13.01989,NA,437.51004,NA,11.1511,19.33686,8835,262807,367.91949,"4.4477304211000002",23.79913
"768",6099,2019,"California","Stanislaus",7247.98496,18.83068,NA,194.19638,NA,12.65946,17.79377,18165,243235,578.4521,"4.5543061479000002",25.28148
"769",6101,2019,"California","Sutter",6973.20999,18.24106,NA,295.91921,NA,13.07125,16.92001,3935,45739,351.7975,"4.6213428112999999",22.16826
"770",6103,2019,"California","Tehama",8122.45558,18.73571,NA,159.55949,NA,14.74132,18.78625,1630,25598,540.13753,"4.5365498596",19.59502
"771",6105,2019,"California","Trinity",11256.9093,17.35416,NA,417.0273,NA,15.33495,16.4621,301,4991,380.32937,"5.3157994802999999",22.06016
"772",6107,2019,"California","Tulare",7303.14205,26.61325,NA,254.25572,NA,15.77339,17.78236,21401,205423,381.80764,"4.8479294316999999",27.66714
"773",6109,2019,"California","Tuolumne",7653.11304,13.84355,NA,156.6878,NA,12.29873,19.09234,1158,21477,316.15673,"4.6925979553000001",20.05873
"774",6111,2019,"California","Ventura",4764.76976,14.94541,NA,341.47992,NA,10.64247,18.82616,19140,426116,240.48967,"4.3725611819000001",24.35588
"775",6113,2019,"California","Yolo",5160.46669,16.22095,NA,332.24411,NA,11.68361,19.46963,5402,107775,331.88944,"6.177588375",24.81422
"776",6115,2019,"California","Yuba",9470.15422,18.17917,NA,190.83226,NA,14.85598,18.68218,2125,28546,413.72712,"4.5836564967999998",23.66746
"777",53000,2019,"Washington","state_year",5603.33374,13.90196,NA,322.76302,NA,13.94537,18.17591,177292,3724721,293.80056,"4.4982712391000002",17.60681
"778",53001,2019,"Washington","Adams",6579.07198,23.8821,NA,184.5586,NA,15.59569,15.24369,514,8918,248.4022,"4.0304751350999997",21.63793
"779",53003,2019,"Washington","Asotin",7272.54044,13.63304,NA,306.19037,NA,16.14687,17.75849,429,10262,210.83797,"4.2534970539000003",13.97216
"780",53005,2019,"Washington","Benton",5902.18184,13.13528,NA,214.46125,NA,13.41683,20.11884,5360,97430,194.58263,"4.4661096683999997",14.52618
"781",53007,2019,"Washington","Chelan",5150.66251,14.13431,NA,325.34985,NA,14.01378,18.78662,2169,44518,148.20402,"4.5260364553999999",17.13494
"782",53009,2019,"Washington","Clallam",7646.52874,13.6336,NA,272.94168,NA,13.54606,16.50769,1904,27927,279.59374,"4.3854044686",15.96424
"783",53011,2019,"Washington","Clark",5412.66288,12.28603,NA,304.86071,NA,14.25176,18.03406,11600,227382,220.19524,"3.9117740602",16.48609
"784",53013,2019,"Washington","Columbia",10197.24897,15.58254,NA,296.51594,NA,14.99272,15.2481,99,1766,37.69318,"5.0152882472",14.8368
"785",53015,2019,"Washington","Cowlitz",8470.0124,15.14527,NA,305.86475,NA,17.00447,18.73141,2786,46010,259.38136,"4.5120588508999999",17.98064
"786",53017,2019,"Washington","Douglas",5004.57258,15.1055,NA,54.83371,NA,13.46025,16.27949,1200,21012,98.78373,"3.6823953074000002",18.08586
"787",53019,2019,"Washington","Ferry",10381.43074,17.8204,NA,223.86094,NA,18.35119,16.04952,280,2539,112.26495,"5.2611294836000004",16.74718
"788",53021,2019,"Washington","Franklin",4469.74354,19.24434,NA,128.08684,NA,15.05699,18.27871,2579,40873,210.79024,"3.8144924343",22.28514
"789",53023,2019,"Washington","Garfield",NA,13.52362,NA,45.24887,NA,13.84861,16.32849,50,916,89.24587,"3.7643888863999999",14.65969
"790",53025,2019,"Washington","Grant",6712.80522,20.10392,NA,203.87146,NA,15.94433,17.68063,2835,45310,278.46601,"3.8235223015000002",16.94664
"791",53027,2019,"Washington","Grays Harbor",8848.13666,15.99746,NA,220.09161,NA,16.95007,18.32014,1978,27971,243.5334,"4.3788990368",15.46657
"792",53029,2019,"Washington","Island",5723.35743,12.19829,NA,278.98363,NA,12.40134,17.56327,1784,34259,107.36797,"4.0667600876999996",14.89811
"793",53031,2019,"Washington","Jefferson",7104.4968,12.10205,NA,336.17212,NA,13.12419,14.77632,736,12021,211.64542,"4.6169790019999999",16.87779
"794",53033,2019,"Washington","King",4455.96104,10.95054,NA,367.94388,NA,9.38345,19.46464,45500,1230208,340.63881,"4.6992126889000003",18.05893
"795",53035,2019,"Washington","Kitsap",5551.18912,10.96746,NA,281.51674,NA,12.09313,18.42307,5938,121104,263.2325,"4.0142217540000003",15.4338
"796",53037,2019,"Washington","Kittitas",5602.08412,13.08543,NA,142.84168,NA,15.57745,19.17751,1180,22228,110.40478,"5.1302910757999998",22.94308
"797",53039,2019,"Washington","Klickitat",5817.71723,14.9926,NA,123.79075,NA,14.06869,16.02084,586,10051,87.41465,"3.8200921965000001",15.32104
"798",53041,2019,"Washington","Lewis",7605.31095,14.2096,NA,246.80307,NA,16.83236,16.19587,2203,33151,193.19602,"4.2692103869000002",18.32966
"799",53043,2019,"Washington","Lincoln",5811.75532,13.96777,NA,85.0742,NA,14.88849,15.76396,245,4955,92.26436,"4.2465467813000002",12.24256
"800",53045,2019,"Washington","Mason",7449.84551,15.71636,NA,153.82201,NA,16.32945,17.22538,1571,23843,219.64153,"4.4961311295000002",17.28556
"801",53047,2019,"Washington","Okanogan",7480.50363,19.30911,NA,285.08457,NA,18.02705,15.86589,1438,20930,175.70039,"4.5082816900999996",18.38147
"802",53049,2019,"Washington","Pacific",9258.5399,18.25177,NA,258.94756,NA,14.8466,14.61877,592,8410,156.95934,"4.7067166330000001",13.9011
"803",53051,2019,"Washington","Pend Oreille",8030.90468,15.92134,NA,194.69822,NA,15.76033,15.30623,353,4734,130.2682,"4.481785479",15.66265
"804",53053,2019,"Washington","Pierce",6479.91786,13.00083,NA,409.91647,NA,14.6812,19.11314,22377,417219,457.81824,"4.1076853399999997",17.62109
"805",53055,2019,"Washington","San Juan",4778.72206,10.50419,NA,388.87227,NA,11.70408,16.86252,324,8235,52.48696,"4.5310042992000001",22.04929
"806",53057,2019,"Washington","Skagit",6292.16424,14.18752,NA,375.73934,NA,15.2714,18.60449,3269,59436,195.35106,"4.2921817117999996",20.84424
"807",53059,2019,"Washington","Skamania",6022.00272,14.31691,NA,109.82512,NA,14.30695,17.35853,322,5218,87.7193,"4.6598673678999996",17.57508
"808",53061,2019,"Washington","Snohomish",5337.8538,11.86569,NA,305.12716,NA,13.16525,18.7944,17380,421369,204.5924,"3.8720360461999999",16.93629
"809",53063,2019,"Washington","Spokane",6900.57261,12.20973,NA,299.11963,NA,15.86876,19.15845,12995,240421,352.81718,"4.5203708657000004",16.83908
"810",53065,2019,"Washington","Stevens",6477.2099,17.32335,NA,301.81087,NA,15.81408,17.67282,1328,18284,105.31618,"4.3466736461000002",17.13801
"811",53067,2019,"Washington","Thurston",5550.57419,12.36815,NA,285.47194,NA,13.48737,17.039,6697,134847,237.23321,"3.8927099947000001",16.62769
"812",53069,2019,"Washington","Wahkiakum",NA,14.81297,NA,281.42589,NA,14.01427,15.96803,93,1307,122.69939,"4.1670643229",13.11953
"813",53071,2019,"Washington","Walla Walla",6237.7675,14.81347,NA,244.35749,NA,14.77135,18.2195,1443,29304,239.21663,"4.3013279296000002",16.61673
"814",53073,2019,"Washington","Whatcom",5205.18207,13.82476,NA,421.85326,NA,13.00525,20.5796,5514,110074,193.7134,"4.6994437388000003",20.04639
"815",53075,2019,"Washington","Whitman",4607.12199,14.98017,NA,148.83986,NA,15.65097,20.24366,1039,23465,181.23814,"6.6610800745000001",25.20115
"816",53077,2019,"Washington","Yakima",7349.33147,21.15652,NA,266.1945,NA,15.18003,16.80979,8602,126814,272.82972,"3.8801884276999998",21.07665
"817",41000,2020,"Oregon","state_year",5953.2177,16.73357,4.22963,521.60575,4.77692,16.08781,18.59276,87365,2104519,248.69464,"4.5549926781999996",19.39065
"818",41001,2020,"Oregon","Baker",8172.79357,14.81888,3.9772,643.50868,4.45835,15.06881,18.6312,383,6976,264.39392,"4.4341395854999996",14.40799
"819",41003,2020,"Oregon","Benton",4132.42153,13.57128,3.97786,895.75575,4.25624,13.27546,21.28175,1535,48345,128.03223,"5.8145826301000003",22.4448
"820",41005,2020,"Oregon","Clackamas",5147.842,11.78893,3.53175,310.2806,4.085,13.191,20.00655,8248,218998,160.08827,"4.2101687996999999",16.38108
"821",41007,2020,"Oregon","Clatsop",7565.52506,14.68539,3.91045,289.20632,4.26014,15.1253,19.31864,795,19344,163.27828,"4.1804535549999997",17.79528
"822",41009,2020,"Oregon","Columbia",6471.69879,13.55406,3.62765,357.02694,4.13148,15.14818,19.54341,1239,24387,133.2172,"4.0634467205",15.20591
"823",41011,2020,"Oregon","Coos",8531.2883,16.32785,4.2808,394.47732,4.58647,16.72463,16.79776,1433,26460,170.38311,"4.7305158553000002",18.36537
"824",41013,2020,"Oregon","Crook",7372.34803,15.98455,4.20962,444.12788,4.77667,16.69776,18.37388,566,9464,345.83479,"3.7470685312000001",20.37138
"825",41015,2020,"Oregon","Curry",7424.09889,16.01022,4.2383,398.89537,4.5911,15.06597,15.39129,549,8948,108.04716,"4.8673926635999996",17.94132
"826",41017,2020,"Oregon","Deschutes",4858.88197,12.97575,3.56961,454.17613,4.16383,13.57548,20.92225,4020,95367,168.56832,"4.0267430418999997",19.93223
"827",41019,2020,"Oregon","Douglas",8762.32726,15.1276,4.25361,279.28148,4.80501,15.47851,16.81784,2505,46374,218.73792,"4.2604912752999997",17.77626
"828",41021,2020,"Oregon","Gilliam",NA,13.8575,3.87389,158.39493,4.37345,14.09471,17.30726,33,844,0,"3.7330537197",13.92405
"829",41023,2020,"Oregon","Grant",8731.58709,14.09222,4.00003,348.3835,4.55412,14.67959,17.11234,225,3099,69.21852,"4.4763180004000001",14.7619
"830",41025,2020,"Oregon","Harney",8762.90583,15.66321,4.22497,600.35476,4.69199,16.275,17.80166,212,3417,230.49522,"3.8996686963",14.21569
"831",41027,2020,"Oregon","Hood River",4265.7693,15.85034,3.93488,350.00854,4.27092,14.82586,19.49394,485,14533,147.02703,"4.0211188189999998",16.98113
"832",41029,2020,"Oregon","Jackson",6985.22663,15.84366,4.16407,448.61635,4.81221,17.91238,20.36556,5023,104763,334.84498,"4.6220331814",21.60891
"833",41031,2020,"Oregon","Jefferson",8303.63483,19.61247,4.80262,231.48148,4.97806,18.65206,18.161,559,10241,222.19199,"3.8284803401",14.9835
"834",41033,2020,"Oregon","Josephine",9222.40925,16.07374,4.54896,788.39266,5.09479,16.98463,17.2058,1990,35929,222.5331,"4.4639317180999996",22.77171
"835",41035,2020,"Oregon","Klamath",9169.77337,17.60503,4.53851,470.04567,4.73137,16.19329,17.09929,1897,29499,217.60451,"4.6172957477000001",17.90659
"836",41037,2020,"Oregon","Lake",8550.81193,17.68777,4.43553,190.37949,4.80671,17.44999,16.43692,200,3496,NA,"4.6673293571999999",16.27566
"837",41039,2020,"Oregon","Lane",6307.70824,15.11288,4.11712,860.35442,4.75827,15.36013,18.74715,8165,181761,330.47165,"4.6765444015000002",21.51476
"838",41041,2020,"Oregon","Lincoln",8153.91143,16.37082,4.37245,443.42755,4.82755,15.92215,16.64152,1031,21215,347.39348,"4.2928221042999999",19.25618
"839",41043,2020,"Oregon","Linn",6762.36229,14.17094,3.79512,173.55794,4.38645,16.57481,19.72904,2771,58551,112.09278,"4.0837100212999999",18.3561
"840",41045,2020,"Oregon","Malheur",7734.91986,20.87213,4.66337,504.47518,4.80451,17.47413,18.60591,575,12493,225.73755,"4.7015664124000001",21.27246
"841",41047,2020,"Oregon","Marion",6240.10404,18.19102,4.18229,343.93487,4.56711,15.40963,17.26311,6960,161676,232.69466,"4.1116808893999996",19.67967
"842",41049,2020,"Oregon","Morrow",5718.91792,18.13802,4.17137,773.83046,4.45729,15.52072,18.33652,248,5732,330.80452,"3.6466500490999998",16.1039
"843",41051,2020,"Oregon","Multnomah",5835.12207,14.78115,3.60241,830.7878,4.60741,15.96206,23.72898,16843,456886,474.46139,"4.9696293686999997",21.56907
"844",41053,2020,"Oregon","Polk",5753.61324,14.88418,3.8525,279.23129,4.44941,14.34415,19.10265,1736,39695,229.6233,"4.2515651454999999",17.59791
"845",41055,2020,"Oregon","Sherman",NA,13.55213,3.87265,NA,4.35086,13.92536,18.04757,37,898,57.87037,"4.3455121951000004",18.63354
"846",41057,2020,"Oregon","Tillamook",6653.50286,14.1391,3.87219,272.52025,4.36563,14.87226,17.55209,525,11857,97.41462,"4.3125356666999997",17.3806
"847",41059,2020,"Oregon","Umatilla",7431.6126,18.04581,4.30313,383.14671,4.57027,15.79855,19.46305,1819,36813,223.27095,"4.4429511009000002",15.91676
"848",41061,2020,"Oregon","Union",7210.96076,15.6984,4.14383,302.33173,4.60823,16.12262,18.14601,644,11935,137.35201,"4.5237820142",17.78656
"849",41063,2020,"Oregon","Wallowa",NA,13.45435,3.84313,254.20138,4.44316,14.10075,16.64332,203,3318,0,"4.8953889194000002",15.625
"850",41065,2020,"Oregon","Wasco",7708.83394,15.33703,3.98482,490.4735,4.58149,15.63942,18.52036,578,13384,158.6933,"3.8823183536000001",17.75417
"851",41067,2020,"Oregon","Washington",4108.51173,12.22205,3.18562,390.66748,3.55268,11.29475,17.86299,11257,322574,168.55768,"4.0622837369999996",17.76313
"852",41069,2020,"Oregon","Wheeler",NA,16.75764,4.40503,292.82577,4.77571,15.43836,14.87632,25,723,183.82353,"4.0068572756999998",13.66906
"853",41071,2020,"Oregon","Yamhill",6050.89012,13.73665,3.80389,397.18884,4.30325,14.71723,19.54649,2051,54524,127.99673,"4.1675901299999998",18.22857
"854",6000,2020,"California","state_year",5259.87007,17.21821,3.52518,353.25692,3.49016,11.33626,19.2208,815409,19398212,420.87688,"5.2577127944999997",26.86208
"855",6001,2020,"California","Alameda",4408.59105,12.41222,3.01029,614.42817,3.18391,9.73271,19.88967,25446,848215,628.78196,"5.2077267320000002",23.6605
"856",6003,2020,"California","Alpine",NA,16.46323,4.19038,454.13261,4.41834,14.45512,19.63906,25,547,442.47788,"4.1937458194000001",23.18841
"857",6005,2020,"California","Amador",6363.86569,13.1025,3.44451,228.525,3.74107,10.83219,21.10909,589,14706,237.07074,"4.2492997198999998",19.36842
"858",6007,2020,"California","Butte",7784.4961,17.44876,4.20978,645.17245,4.35336,13.76833,20.20733,5093,102712,327.05731,"5.5744497658999999",22.69458
"859",6009,2020,"California","Calaveras",7345.8858,12.32914,3.4489,164.46647,3.92419,10.95194,20.18107,845,21351,327.24574,"4.6384135369999999",20.32176
"860",6011,2020,"California","Colusa",6556.27871,19.41527,3.99069,175.70629,4.01681,12.21726,20.12134,1418,10969,200.95806,"4.2178708173999997",18.46264
"861",6013,2020,"California","Contra Costa",4623.50954,12.30048,3.07754,338.89316,3.62808,9.94059,19.59571,17792,564570,336.02779,"4.7350666701000002",21.11008
"862",6015,2020,"California","Del Norte",8954.9014,17.68336,4.27924,406.06583,4.39558,15.13224,19.89952,549,9961,609.1092,"5.0737902987999997",22.23399
"863",6017,2020,"California","El Dorado",5164.54735,12.03409,3.42648,331.44883,3.83092,11.22036,22.2916,3270,91589,217.58395,"4.8719885604000002",18.91011
"864",6019,2020,"California","Fresno",7006.61594,23.79712,4.21304,346.84232,3.91733,13.35891,16.51386,33427,448353,541.77922,"5.1304662961999998",27.63353
"865",6021,2020,"California","Glenn",7364.31068,18.47335,4.07717,114.0942,4.10445,13.18079,19.83659,835,12779,408.14135,"5.2593629289999999",23.0102
"866",6023,2020,"California","Humboldt",8994.05656,15.6831,4.11721,451.70232,4.56559,14.46851,20.62919,2245,63027,432.1358,"4.8216527467999999",24.71596
"867",6025,2020,"California","Imperial",6213.39863,24.61296,4.33953,140.2432,4.09949,12.84001,17.11969,12855,71055,366.25348,"5.9444005110000004",27.369
"868",6027,2020,"California","Inyo",8740.01012,14.57615,3.64997,461.44438,3.88408,11.83385,19.71901,337,8725,600.45307,"4.0312973446999996",16.61442
"869",6029,2020,"California","Kern",7923.02151,22.52032,4.34754,188.90143,4.08904,15.31418,18.29198,30865,386997,545.33785,"4.9079297987999997",24.73555
"870",6031,2020,"California","Kings",6356.86694,21.44559,4.37667,202.15901,4.09159,14.27052,20.66593,4481,57865,443.37724,"4.2451913175999998",24.36372
"871",6033,2020,"California","Lake",11305.4668,18.04353,4.18789,361.9024,4.49871,14.4012,18.75564,1522,29116,535.47314,"5.4320835534",23.66864
"872",6035,2020,"California","Lassen",7125.92072,15.20446,3.77981,305.17499,3.93355,13.71879,23.87298,474,9899,586.92995,"4.5764685807000003",15.78947
"873",6037,2020,"California","Los Angeles",5017.54317,16.41867,3.55014,341.60545,3.61649,10.84768,18.86232,239829,5136341,488.34611,"5.3604206501",33.39113
"874",6039,2020,"California","Madera",6650.64529,22.54828,4.27274,162.9966,4.29599,13.44428,19.55588,4316,61528,620.23551,"4.5649361774999999",24.83075
"875",6041,2020,"California","Marin",3206.6318,10.57674,3.03181,755.97113,3.448,9.72523,20.29813,3363,141111,177.85725,"5.6595276269000001",22.42816
"876",6043,2020,"California","Mariposa",8231.04487,13.71596,3.60171,280.46477,4.09627,11.74526,18.76973,406,7663,431.42857,"4.5401578569999996",19.98622
"877",6045,2020,"California","Mendocino",7749.67295,16.50723,3.94535,641.50857,4.24793,12.90541,18.97486,1564,39715,640.48581,"4.9582172701999996",27.77858
"878",6047,2020,"California","Merced",6775.7437,22.70947,4.3361,172.875,4.20162,14.12961,18.61168,9574,115408,555.33867,"4.5707276429999997",24.8946
"879",6049,2020,"California","Modoc",10076.65162,16.44623,3.98042,364.58927,4.3181,13.82446,17.67777,240,3179,504.79556,"4.1381614239999998",16.48501
"880",6051,2020,"California","Mono",3369.60163,13.81194,3.48685,196.49123,3.76764,11.93672,22.54416,328,8524,262.06203,"3.0294751977000001",13.63636
"881",6053,2020,"California","Monterey",5175.91929,21.68177,4.07767,360.1978,4.0516,12.24999,19.16487,14047,224057,420.63614,"4.2308656658999997",29.75023
"882",6055,2020,"California","Napa",4646.08575,14.12167,3.29337,548.71357,3.78103,9.93285,20.17622,2181,74547,397.68136,"4.4760296540000004",22.0557
"883",6057,2020,"California","Nevada",5835.23991,11.94355,3.45982,799.43027,3.89455,11.5083,20.82297,1694,48870,264.19005,"4.6757776035000003",20.52482
"884",6059,2020,"California","Orange",4199.13663,13.90238,3.13374,266.76351,3.27496,9.3112,19.92512,47541,1625426,213.58281,"4.7257052851000001",27.03267
"885",6061,2020,"California","Placer",4522.69497,10.6404,3.1132,299.12323,3.50385,9.78462,19.61833,5837,185213,161.99868,"4.6570585830000004",18.12697
"886",6063,2020,"California","Plumas",8700.67602,13.76109,3.67605,281.85492,4.07423,11.48956,19.34857,588,7848,574.82224,"4.4939339913999996",18.26866
"887",6065,2020,"California","Riverside",5796.963,17.05948,3.83366,205.52825,4.13597,12.49994,20.43944,47808,1092371,291.24456,"4.7289275671000004",25.80574
"888",6067,2020,"California","Sacramento",6339.74965,15.80089,3.79224,373.65953,3.96077,11.55003,19.9533,26948,710442,508.2411,"4.8500115109999999",22.53311
"889",6069,2020,"California","San Benito",5148.18104,17.45997,3.63338,108.87759,3.76601,10.78319,20.7327,1561,30869,298.70307,"3.7203308132999999",23.9793
"890",6071,2020,"California","San Bernardino",6762.55147,19.83756,3.91433,226.79099,3.87022,12.62828,18.76328,38779,961030,441.88442,"4.6187612029",27.03338
"891",6073,2020,"California","San Diego",4641.05997,14.4589,3.54761,371.0634,3.45554,10.75318,21.60061,52663,1592193,327.71883,"4.7082880695",25.15796
"892",6075,2020,"California","San Francisco",4269.70042,11.47756,3.01162,899.68924,3.36624,10.32606,23.11655,13545,575567,760.464,"7.0685381086000003",24.85461
"893",6077,2020,"California","San Joaquin",7155.22429,17.34211,3.53786,237.55746,3.70048,11.70617,19.6944,19571,326387,787.32184,"4.8417108462999998",25.05807
"894",6079,2020,"California","San Luis Obispo",5271.22596,13.15533,3.41846,600.68307,3.95098,10.7833,20.265,4151,140920,408.22506,"4.6842375491999997",22.36962
"895",6081,2020,"California","San Mateo",3367.81104,12.26185,2.8405,375.67654,3.07877,8.61336,18.83359,10007,454875,209.11246,"4.8917664096999998",23.79985
"896",6083,2020,"California","Santa Barbara",5042.4451,17.13004,3.68594,525.16421,3.71438,11.37731,20.85841,8437,216698,318.05052,"4.7347709071999997",29.32541
"897",6085,2020,"California","Santa Clara",3579.08071,12.16633,2.96505,347.96162,2.87907,8.26901,16.73411,27282,1048804,264.08835,"4.9893136864000001",23.09841
"898",6087,2020,"California","Santa Cruz",4622.39174,15.24852,3.65272,761.33525,3.91204,11.44083,23.17493,6984,142618,409.52586,"5.5512738531999997",26.83042
"899",6089,2020,"California","Shasta",9014.3139,14.38507,3.92143,339.92446,4.29964,13.96354,19.26374,3669,74215,726.13675,"4.8127296711999996",21.88195
"900",6091,2020,"California","Sierra",NA,13.77226,3.61238,167.39203,3.99542,11.80831,18.04612,77,1278,422.22598,"5.7664028593000003",10.98039
"901",6093,2020,"California","Siskiyou",9455.15333,15.87987,4.05363,439.1181,4.42054,14.06633,18.48667,1166,17410,343.55545,"4.5124639202000001",21.13416
